filename,keys,requirement
0000 - inventory.txt,G.D2.5.1.1,Within the same department: data base can be updated directly without any request.
0000 - inventory.txt,G.D2.5.1.2,Inter departments: request must be approved by a DA group member and faculty group member unless it came from a higher level group.
0000 - inventory.txt,G.D2.5.1.3,Inter faculties transfer: request can be made by any authorised user and approved by faculty group or higher level.
0000 - inventory.txt,G.D2.5.1.4,Transfer outside university should be approved by the university group.
0000 - inventory.txt,G.D2.5.2.1,"Any administrative level user or inventory user can edit an asset that belongs to its department; same thing for faculty user, or university user;  in order to make modification if he is authorised to do it."
0000 - inventory.txt,G.D2.5.3.1,all fields of an edited asset can be modified except Ids.
0000 - inventory.txt,G.D2.5.3.2,a bulk entry file can be used.
0000 - inventory.txt,G.D2.5.4.1,Any DA group member or authorised inventory group member asset is owned by the department.
0000 - inventory.txt,G.D2.5.4.2,Any faculty member can add all related departments inventory.
0000 - inventory.txt,G.D2.5.4.3,Any university group member can add all assets in the inventory.
0000 - inventory.txt,G.D2.5.4.4,A bulk entry can be used to add many assets.
0000 - inventory.txt,G.D2.5.5.1,request can be made by any authorised user.
0000 - inventory.txt,G.D2.5.5.2,After creation a request still pending waiting to be approved by an administrative level user according to that have this authority.
0000 - inventory.txt,G.D2.5.6.1,An inventory user should check returned asset and update inventory.
0000 - inventory.txt,G.D2.5.7.1,IT group members can create a new space and modify floor structure when they receive an exception request from any administrative level.
0000 - inventory.txt,G.D2.5.8.1,Any administration level or authorised inventory group member can display all pending requests waiting for approval from this level and approve those requests.
0000 - inventory.txt,G.D2.5.8.2,When request is treated user is notified by email.
0000 - inventory.txt,G.D2.5.8.3,Request is added to the waiting for execution list.
0000 - inventory.txt,G.D2.5.8.4,Inventory is updated when user receive requested asset.
0000 - inventory.txt,G.D2.5.9.1,Authentication is made by user name and a password for all users.
0000 - inventory.txt,G.D2.5.9.2,administrative level working on administration computer.
0000 - inventory.txt,G.D2.5.10.1,Any administrative level user can delegate another user to execute some or all his authorized actions. And this user acquires the role of inventory administrator.
0000 - inventory.txt,G.D2.6.1.1,"It is mandatory that learning time is between 2 to 4 hours at maximum, because many task are delegated to working students."
0000 - inventory.txt,G.D2.6.1.2,Web interface should use clear and consistence terminology in such a way that user; with basic experience on internet and office; find the application easy to use.
0000 - inventory.txt,G.D2.6.2.1,The Application should be available always at working hours. Any maintenance or backup operation should be conducted out of working time.
0000 - inventory.txt,G.D2.6.3.1,The Application should be installed in any Microsoft or Unix platform.
0000 - inventory.txt,G.D2.6.3.2,"Web application should available to run on browsers like IE, Firefox, Chrome, Opera or Safari."
0000 - inventory.txt,G.D2.6.4.1,All user are authenticated by user name and a password.
0000 - inventory.txt,G.D2.6.4.2,Permission are assigned to user according to their roles.
0000 - inventory.txt,G.D2.6.4.3,Only IT team member can access and maintain data base servers locally.
0000 - inventory.txt,G.D2.6.4.4,Query is killed if takes more than 1 min.
0000 - inventory.txt,G.D2.6.4.5,Backup operation are executed periodically.
0000 - inventory.txt,G.D2.6.5.1,It is important to design system to facilitated future evolution and facilitate maintenance operations.
1995 - gemini.txt,G.D3.2.5.8.2,"Also, from a human engineering perspective, user interfaces for different access levels should be uniform across all subsystems, though different access levels should present different `look-and-feels'."
1995 - gemini.txt,G.D3.2.5.9.0.1,"Unless the contrary is explicitly stated, all requirements and modes presented are intended to be available to all users of the system."
1995 - gemini.txt,G.D3.2.5.9.0.2,"It should also be noted that what the system has to guarantee in terms of operations must fulfill all possible requirements, but it does not mean that all features will be made available to all users at all locations at all times."
1995 - gemini.txt,G.D3.2.5.9.0.3,The available capabilities will have to be adapted to the operational needs both locally and remotely and these decisions can only be taken later in the life of the project.
